district,category,subcategory,year,0
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2012 Q2,86
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2012 Q3,32
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2012 Q4,53
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2013 Q1,47
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2013 Q2,41
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2013 Q3,36
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2013 Q4,29
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2014 Q1,52
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2014 Q2,53
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2014 Q3,38
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2014 Q4,82
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2015 Q1,95
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2015 Q2,58
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2015 Q3,37
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2015 Q4,50
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2016 Q1,79
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2016 Q2,53
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2016 Q3,56
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2016 Q4,70
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2017 Q1,114
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2017 Q2,86
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2017 Q3,73
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2017 Q4,85
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, actual",2018 Q1,31
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2011 Q3,6
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2011 Q4,5
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2012 Q1,20
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2012 Q2,21
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2012 Q3,9
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2012 Q4,11
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2013 Q1,9
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2013 Q2,3
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2013 Q3,5
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2013 Q4,5
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2014 Q1,2
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2014 Q2,4
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2014 Q3,3
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2014 Q4,2
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2015 Q1,8
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2015 Q2,3
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2015 Q3,0
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2015 Q4,2
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2016 Q1,20
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2016 Q2,16
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2016 Q3,11
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2016 Q4,9
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2017 Q1,26
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2017 Q2,14
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2017 Q3,6
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2017 Q4,14
Palmerston Crime Statistics,0711 House break-ins  ,"  House break-ins, attempted",2018 Q1,4
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2011 Q3,215
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2011 Q4,262
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2012 Q1,244
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2012 Q2,231
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2012 Q3,193
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2012 Q4,204
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2013 Q1,180
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2013 Q2,232
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2013 Q3,167
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2013 Q4,215
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2014 Q1,242
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2014 Q2,231
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2014 Q3,278
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2014 Q4,274
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2015 Q1,280
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2015 Q2,235
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2015 Q3,245
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2015 Q4,222
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2016 Q1,281
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2016 Q2,286
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2016 Q3,283
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2016 Q4,275
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2017 Q1,286
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2017 Q2,292
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2017 Q3,244
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2017 Q4,272
Palmerston Crime Statistics,08* Theft and related offences (other than MV),08* Theft and related offences (other than MV),2018 Q1,99
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2011 Q3,22
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2011 Q4,31
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2012 Q1,33
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2012 Q2,61
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2012 Q3,25
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2012 Q4,48
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2013 Q1,28
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2013 Q2,25
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2013 Q3,47
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2013 Q4,43
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2014 Q1,63
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2014 Q2,63
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2014 Q3,54
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2014 Q4,78
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2015 Q1,65
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2015 Q2,42
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2015 Q3,43
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2015 Q4,43
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2016 Q1,55
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2016 Q2,39
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2016 Q3,42
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2016 Q4,46
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2017 Q1,63
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2017 Q2,35
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2017 Q3,28
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2017 Q4,21
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0812 Illegal use of a motor vehicle,2018 Q1,12
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2011 Q3,39
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2011 Q4,60
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2012 Q1,66
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2012 Q2,51
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2012 Q3,21
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2012 Q4,31
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2013 Q1,60
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2013 Q2,58
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2013 Q3,47
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2013 Q4,38
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2014 Q1,58
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2014 Q2,53
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2014 Q3,77
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2014 Q4,57
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2015 Q1,67
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2015 Q2,58
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2015 Q3,67
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2015 Q4,60
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2016 Q1,50
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2016 Q2,80
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2016 Q3,40
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2016 Q4,38
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2017 Q1,49
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2017 Q2,49
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2017 Q3,59
Palmerston Crime Statistics,081 Motor vehicle theft and related offences, 0813 Theft of motor vehicle parts or contents,2017 Q4,49
